,date,open,high,low,close,volume,barCount,average,ticker
0,3/25/2019 8:30,278.88,278.89,278.7,278.8,7771,1733,278.818,SPY
1,3/25/2019 8:31,278.78,278.94,278.69,278.69,3237,1374,278.818,SPY
2,3/25/2019 8:32,278.69,278.89,278.6,278.83,2557,1234,278.756,SPY
3,3/25/2019 8:33,278.85,278.94,278.71,278.93,2147,1032,278.833,SPY
4,3/25/2019 8:34,278.92,279.14,278.79,279.14,4046,1614,278.941,SPY
5,3/25/2019 8:35,279.13,279.42,279.12,279.39,3798,1756,279.283,SPY
6,3/25/2019 8:36,279.4,279.55,279.38,279.54,3593,1710,279.47,SPY
7,3/25/2019 8:37,279.54,279.89,279.54,279.79,4866,2749,279.749,SPY
8,3/25/2019 8:38,279.77,279.99,279.76,279.87,4911,2410,279.901,SPY
9,3/25/2019 8:39,279.85,280.02,279.83,279.94,2392,1197,279.915,SPY
10,3/25/2019 8:40,279.93,279.93,279.6,279.63,3553,1994,279.691,SPY
11,3/25/2019 8:41,279.65,279.7,279.5,279.57,2652,1454,279.585,SPY
12,3/25/2019 8:42,279.56,279.63,279.38,279.39,2348,1360,279.514,SPY
13,3/25/2019 8:43,279.4,279.4,279.21,279.34,3129,1626,279.311,SPY
14,3/25/2019 8:44,279.33,279.34,278.97,278.98,2229,1276,279.156,SPY
15,3/25/2019 8:45,278.98,278.98,278.61,278.77,3784,2145,278.761,SPY
16,3/25/2019 8:46,278.77,278.8,278.5,278.57,3191,1737,278.617,SPY
17,3/25/2019 8:47,278.59,278.74,278.45,278.49,3255,1497,278.589,SPY
18,3/25/2019 8:48,278.48,278.54,278.2,278.25,4992,2378,278.336,SPY
19,3/25/2019 8:49,278.24,278.36,278.12,278.18,3854,2268,278.238,SPY
20,3/25/2019 8:50,278.18,278.49,278.16,278.42,3115,1766,278.359,SPY
21,3/25/2019 8:51,278.42,278.55,278.32,278.4,3206,1670,278.419,SPY
22,3/25/2019 8:52,278.41,278.64,278.4,278.53,3479,1940,278.552,SPY
23,3/25/2019 8:53,278.53,278.53,278.22,278.24,2369,1276,278.334,SPY
24,3/25/2019 8:54,278.23,278.33,278.13,278.2,1712,1071,278.245,SPY
25,3/25/2019 8:55,278.2,278.22,277.94,278.16,6716,2873,278.042,SPY
26,3/25/2019 8:56,278.14,278.37,278.11,278.22,2304,1271,278.267,SPY
27,3/25/2019 8:57,278.21,278.21,277.98,278.11,3154,1683,278.085,SPY
28,3/25/2019 8:58,278.12,278.24,278.03,278.06,2917,1338,278.147,SPY
29,3/25/2019 8:59,278.05,278.14,277.95,277.99,2274,1315,278.023,SPY
30,3/25/2019 9:00,278,278.23,277.98,278.06,2388,1284,278.144,SPY
31,3/25/2019 9:01,278.04,278.32,278.02,278.23,2727,1537,278.198,SPY
32,3/25/2019 9:02,278.23,278.33,278.03,278.03,2613,1441,278.194,SPY
33,3/25/2019 9:03,278.03,278.06,277.83,277.89,3561,1891,277.935,SPY
34,3/25/2019 9:04,277.9,278.06,277.88,278.01,1776,1127,277.96,SPY
35,3/25/2019 9:05,278.01,278.29,278,278.25,2291,1393,278.144,SPY
36,3/25/2019 9:06,278.26,278.46,278.24,278.44,1973,1130,278.313,SPY
37,3/25/2019 9:07,278.44,278.44,278.16,278.18,1580,1075,278.256,SPY
38,3/25/2019 9:08,278.18,278.27,278.08,278.08,1274,856,278.159,SPY
39,3/25/2019 9:09,278.08,278.26,278.07,278.09,1371,887,278.144,SPY
40,3/25/2019 9:10,278.08,278.16,277.96,278.15,2071,1167,278.034,SPY
41,3/25/2019 9:11,278.15,278.21,277.95,277.99,2044,963,278.084,SPY
42,3/25/2019 9:12,277.98,278.09,277.9,278.04,2018,1229,277.972,SPY
43,3/25/2019 9:13,278.04,278.09,277.87,277.9,2304,1241,277.968,SPY
44,3/25/2019 9:14,277.9,277.91,277.71,277.8,4545,2312,277.793,SPY
45,3/25/2019 9:15,277.8,278.04,277.75,277.95,2255,1176,277.888,SPY
46,3/25/2019 9:16,277.94,278.09,277.93,278.02,1684,887,278.005,SPY
47,3/25/2019 9:17,278.02,278.1,277.9,278,2008,1125,278.012,SPY
48,3/25/2019 9:18,278,278.26,278,278.19,2183,1148,278.14,SPY
49,3/25/2019 9:19,278.17,278.17,277.96,277.99,1650,866,278.071,SPY
50,3/25/2019 9:20,277.99,278.1,277.86,278.03,2639,1418,277.957,SPY
51,3/25/2019 9:21,278.01,278.08,277.85,277.86,2449,1394,277.949,SPY
52,3/25/2019 9:22,277.86,277.97,277.79,277.85,1545,965,277.878,SPY
53,3/25/2019 9:23,277.84,277.93,277.75,277.79,2370,1303,277.809,SPY
54,3/25/2019 9:24,277.81,278.02,277.79,277.98,1564,797,277.893,SPY
55,3/25/2019 9:25,277.99,278.2,277.92,278.18,1873,780,278.072,SPY
56,3/25/2019 9:26,278.16,278.3,278.14,278.22,2209,1180,278.223,SPY
57,3/25/2019 9:27,278.22,278.38,278.1,278.34,2120,1183,278.273,SPY
58,3/25/2019 9:28,278.33,278.41,278.24,278.25,2306,1042,278.322,SPY
59,3/25/2019 9:29,278.24,278.37,278.22,278.37,1295,757,278.306,SPY
60,3/25/2019 9:30,278.36,278.5,278.26,278.47,1411,738,278.387,SPY
61,3/25/2019 9:31,278.47,278.63,278.43,278.6,2309,1129,278.521,SPY
62,3/25/2019 9:32,278.61,278.76,278.5,278.75,1599,829,278.646,SPY
63,3/25/2019 9:33,278.77,278.8,278.63,278.69,1939,886,278.707,SPY
64,3/25/2019 9:34,278.68,278.69,278.51,278.53,972,556,278.561,SPY
65,3/25/2019 9:35,278.52,278.54,278.4,278.46,992,631,278.459,SPY
66,3/25/2019 9:36,278.45,278.6,278.37,278.6,1031,627,278.441,SPY
67,3/25/2019 9:37,278.59,278.64,278.44,278.54,708,454,278.553,SPY
68,3/25/2019 9:38,278.54,278.58,278.3,278.33,1378,705,278.416,SPY
69,3/25/2019 9:39,278.32,278.48,278.3,278.31,759,486,278.369,SPY
70,3/25/2019 9:40,278.31,278.41,278.25,278.26,1114,645,278.32,SPY
71,3/25/2019 9:41,278.27,278.41,278.25,278.41,875,510,278.33,SPY
72,3/25/2019 9:42,278.4,278.52,278.33,278.34,796,523,278.452,SPY
73,3/25/2019 9:43,278.35,278.37,278.25,278.26,1038,587,278.316,SPY
74,3/25/2019 9:44,278.26,278.57,278.26,278.49,1157,748,278.457,SPY
75,3/25/2019 9:45,278.49,278.74,278.39,278.71,1224,690,278.553,SPY
76,3/25/2019 9:46,278.7,278.72,278.5,278.5,1268,763,278.574,SPY
77,3/25/2019 9:47,278.51,278.52,278.25,278.36,2194,1370,278.365,SPY
78,3/25/2019 9:48,278.36,278.58,278.36,278.57,1496,918,278.488,SPY
79,3/25/2019 9:49,278.57,278.82,278.52,278.82,1649,964,278.695,SPY
80,3/25/2019 9:50,278.84,279.21,278.83,279.19,4814,2370,279.035,SPY
81,3/25/2019 9:51,279.18,279.48,279.14,279.45,3806,1969,279.288,SPY
82,3/25/2019 9:52,279.46,279.52,279.37,279.48,3236,1502,279.445,SPY
83,3/25/2019 9:53,279.48,279.48,279.38,279.43,2052,998,279.432,SPY
84,3/25/2019 9:54,279.44,279.52,279.31,279.35,1330,792,279.394,SPY
85,3/25/2019 9:55,279.35,279.54,279.27,279.52,1585,844,279.438,SPY
86,3/25/2019 9:56,279.53,279.6,279.45,279.46,2325,1136,279.532,SPY
87,3/25/2019 9:57,279.46,279.52,279.45,279.46,1020,526,279.483,SPY
88,3/25/2019 9:58,279.46,279.49,279.35,279.39,1391,796,279.418,SPY
89,3/25/2019 9:59,279.38,279.41,279.24,279.36,2575,1088,279.324,SPY
90,3/25/2019 10:00,279.36,279.4,279.23,279.28,1458,806,279.29,SPY
91,3/25/2019 10:01,279.25,279.41,279.23,279.25,1174,701,279.314,SPY
92,3/25/2019 10:02,279.26,279.33,279.17,279.17,827,425,279.234,SPY
93,3/25/2019 10:03,279.19,279.23,279.1,279.13,1427,659,279.155,SPY
94,3/25/2019 10:04,279.15,279.26,279.08,279.13,1096,682,279.15,SPY
95,3/25/2019 10:05,279.14,279.43,279.1,279.41,2243,1018,279.295,SPY
96,3/25/2019 10:06,279.4,279.41,279.27,279.34,886,465,279.348,SPY
97,3/25/2019 10:07,279.34,279.55,279.34,279.39,1614,884,279.433,SPY
98,3/25/2019 10:08,279.39,279.54,279.38,279.45,1668,1058,279.472,SPY
99,3/25/2019 10:09,279.44,279.46,279.34,279.39,1223,749,279.379,SPY
100,3/25/2019 10:10,279.39,279.44,279.25,279.31,932,544,279.365,SPY
101,3/25/2019 10:11,279.31,279.31,279.12,279.12,1632,958,279.211,SPY
102,3/25/2019 10:12,279.12,279.32,279.09,279.3,790,480,279.201,SPY
103,3/25/2019 10:13,279.3,279.43,279.2,279.42,1677,926,279.328,SPY
104,3/25/2019 10:14,279.41,279.57,279.39,279.51,1360,855,279.493,SPY
105,3/25/2019 10:15,279.51,279.66,279.42,279.54,2302,895,279.578,SPY
106,3/25/2019 10:16,279.54,279.73,279.53,279.72,1328,744,279.66,SPY
107,3/25/2019 10:17,279.73,279.73,279.57,279.65,821,533,279.666,SPY
108,3/25/2019 10:18,279.64,279.78,279.58,279.64,1822,896,279.694,SPY
109,3/25/2019 10:19,279.64,279.77,279.59,279.76,1039,527,279.66,SPY
110,3/25/2019 10:20,279.77,279.87,279.71,279.85,2069,1175,279.789,SPY
111,3/25/2019 10:21,279.86,279.91,279.65,279.67,1368,862,279.808,SPY
112,3/25/2019 10:22,279.66,279.75,279.59,279.67,1236,679,279.677,SPY
113,3/25/2019 10:23,279.68,279.81,279.67,279.79,711,455,279.755,SPY
114,3/25/2019 10:24,279.8,279.85,279.65,279.72,859,581,279.776,SPY
115,3/25/2019 10:25,279.71,279.86,279.71,279.84,1064,719,279.798,SPY
116,3/25/2019 10:26,279.83,279.93,279.82,279.89,1264,734,279.891,SPY
117,3/25/2019 10:27,279.89,279.99,279.81,279.97,1335,708,279.902,SPY
118,3/25/2019 10:28,279.98,280.13,279.96,280.12,2283,1094,280.026,SPY
119,3/25/2019 10:29,280.11,280.19,280.09,280.12,2086,1091,280.143,SPY
120,3/25/2019 10:30,280.13,280.14,279.97,280.04,2143,1108,280.018,SPY
121,3/25/2019 10:31,280.04,280.15,280,280.06,1101,704,280.081,SPY
122,3/25/2019 10:32,280.05,280.09,279.93,279.94,1335,766,280.005,SPY
123,3/25/2019 10:33,279.94,279.95,279.77,279.82,1690,847,279.853,SPY
124,3/25/2019 10:34,279.82,279.89,279.72,279.83,2161,1013,279.783,SPY
125,3/25/2019 10:35,279.82,279.84,279.6,279.68,2596,1443,279.712,SPY
126,3/25/2019 10:36,279.68,279.75,279.63,279.75,1045,618,279.697,SPY
127,3/25/2019 10:37,279.75,279.79,279.63,279.64,1412,677,279.709,SPY
128,3/25/2019 10:38,279.65,279.76,279.64,279.75,1782,795,279.713,SPY
129,3/25/2019 10:39,279.75,279.81,279.71,279.78,909,521,279.754,SPY
130,3/25/2019 10:40,279.79,279.85,279.61,279.62,1205,654,279.716,SPY
131,3/25/2019 10:41,279.62,279.67,279.5,279.5,1467,685,279.59,SPY
132,3/25/2019 10:42,279.5,279.64,279.5,279.58,1456,786,279.547,SPY
133,3/25/2019 10:43,279.58,279.62,279.32,279.33,991,528,279.457,SPY
134,3/25/2019 10:44,279.34,279.4,279.29,279.34,1124,622,279.336,SPY
135,3/25/2019 10:45,279.34,279.47,279.29,279.44,1094,547,279.392,SPY
136,3/25/2019 10:46,279.44,279.48,279.29,279.38,1549,865,279.374,SPY
137,3/25/2019 10:47,279.38,279.38,279.22,279.22,1715,548,279.318,SPY
138,3/25/2019 10:48,279.24,279.27,279.18,279.19,1156,488,279.207,SPY
139,3/25/2019 10:49,279.19,279.2,279.03,279.06,1425,674,279.093,SPY
140,3/25/2019 10:50,279.05,279.19,279.04,279.16,1338,643,279.091,SPY
141,3/25/2019 10:51,279.16,279.21,279.04,279.21,859,498,279.145,SPY
142,3/25/2019 10:52,279.21,279.26,279.16,279.17,590,384,279.205,SPY
143,3/25/2019 10:53,279.16,279.3,279.14,279.22,827,509,279.23,SPY
144,3/25/2019 10:54,279.21,279.24,279.19,279.23,431,337,279.211,SPY
145,3/25/2019 10:55,279.22,279.26,279.08,279.24,1088,684,279.184,SPY
146,3/25/2019 10:56,279.23,279.36,279.2,279.36,638,383,279.302,SPY
147,3/25/2019 10:57,279.36,279.38,279.11,279.13,936,617,279.282,SPY
148,3/25/2019 10:58,279.12,279.14,279.03,279.07,701,399,279.074,SPY
149,3/25/2019 10:59,279.07,279.08,278.92,278.95,794,460,279.005,SPY
150,3/25/2019 11:00,278.94,279.02,278.83,278.92,1784,959,278.9,SPY
151,3/25/2019 11:01,278.91,278.99,278.89,278.94,971,578,278.96,SPY
152,3/25/2019 11:02,278.94,278.95,278.81,278.84,849,536,278.886,SPY
153,3/25/2019 11:03,278.85,279.03,278.85,279.01,1190,660,278.958,SPY
154,3/25/2019 11:04,279.01,279.13,278.98,279.12,748,454,279.053,SPY
155,3/25/2019 11:05,279.13,279.24,279.08,279.21,1160,679,279.161,SPY
156,3/25/2019 11:06,279.22,279.33,279.2,279.31,965,524,279.271,SPY
157,3/25/2019 11:07,279.3,279.34,279.2,279.24,899,561,279.288,SPY
158,3/25/2019 11:08,279.23,279.24,279.13,279.2,693,381,279.187,SPY
159,3/25/2019 11:09,279.2,279.27,279.17,279.17,423,255,279.216,SPY
160,3/25/2019 11:10,279.17,279.19,279.03,279.18,902,549,279.102,SPY
161,3/25/2019 11:11,279.18,279.39,279.17,279.38,1306,743,279.303,SPY
162,3/25/2019 11:12,279.39,279.39,279.24,279.26,817,470,279.305,SPY
163,3/25/2019 11:13,279.24,279.28,279.04,279.07,857,545,279.143,SPY
164,3/25/2019 11:14,279.08,279.24,279.04,279.19,586,424,279.15,SPY
165,3/25/2019 11:15,279.18,279.33,279.04,279.29,708,419,279.199,SPY
166,3/25/2019 11:16,279.3,279.31,279.16,279.16,653,453,279.238,SPY
167,3/25/2019 11:17,279.16,279.24,279.1,279.18,668,453,279.168,SPY
168,3/25/2019 11:18,279.17,279.23,279.14,279.22,896,586,279.192,SPY
169,3/25/2019 11:19,279.22,279.41,279.2,279.33,867,543,279.32,SPY
170,3/25/2019 11:20,279.32,279.48,279.32,279.4,621,411,279.417,SPY
171,3/25/2019 11:21,279.39,279.41,279.3,279.4,735,362,279.366,SPY
172,3/25/2019 11:22,279.4,279.52,279.36,279.48,704,323,279.459,SPY
173,3/25/2019 11:23,279.48,279.54,279.38,279.39,753,428,279.472,SPY
174,3/25/2019 11:24,279.38,279.48,279.37,279.47,322,222,279.426,SPY
175,3/25/2019 11:25,279.47,279.55,279.42,279.51,1243,614,279.495,SPY
176,3/25/2019 11:26,279.51,279.51,279.39,279.46,425,270,279.438,SPY
177,3/25/2019 11:27,279.46,279.52,279.33,279.34,658,443,279.44,SPY
178,3/25/2019 11:28,279.35,279.35,279.27,279.32,876,473,279.312,SPY
179,3/25/2019 11:29,279.33,279.35,279.25,279.28,656,364,279.298,SPY
180,3/25/2019 11:30,279.28,279.33,279.21,279.3,672,483,279.271,SPY
181,3/25/2019 11:31,279.3,279.36,279.18,279.19,586,329,279.274,SPY
182,3/25/2019 11:32,279.18,279.2,279.01,279.01,1439,746,279.07,SPY
183,3/25/2019 11:33,279,279.03,278.85,278.85,1125,519,278.967,SPY
184,3/25/2019 11:34,278.86,278.95,278.83,278.9,612,367,278.877,SPY
185,3/25/2019 11:35,278.9,278.9,278.7,278.72,1066,522,278.804,SPY
186,3/25/2019 11:36,278.71,278.73,278.61,278.67,1439,722,278.682,SPY
187,3/25/2019 11:37,278.67,278.71,278.61,278.62,790,389,278.66,SPY
188,3/25/2019 11:38,278.61,278.62,278.53,278.62,1439,711,278.577,SPY
189,3/25/2019 11:39,278.63,278.66,278.54,278.55,479,294,278.582,SPY
190,3/25/2019 11:40,278.53,278.63,278.5,278.55,1330,665,278.576,SPY
191,3/25/2019 11:41,278.55,278.57,278.43,278.47,947,458,278.502,SPY
192,3/25/2019 11:42,278.47,278.49,278.37,278.38,1085,586,278.441,SPY
193,3/25/2019 11:43,278.41,278.42,278.31,278.36,1603,654,278.359,SPY
194,3/25/2019 11:44,278.35,278.49,278.35,278.46,1120,673,278.44,SPY
195,3/25/2019 11:45,278.44,278.52,278.39,278.49,2941,1304,278.472,SPY
196,3/25/2019 11:46,278.49,278.53,278.33,278.38,1845,813,278.449,SPY
197,3/25/2019 11:47,278.38,278.56,278.36,278.51,1883,1013,278.489,SPY
198,3/25/2019 11:48,278.52,278.61,278.5,278.59,1172,644,278.564,SPY
199,3/25/2019 11:49,278.59,278.61,278.52,278.59,931,538,278.58,SPY
200,3/25/2019 11:50,278.58,278.73,278.58,278.72,1048,640,278.657,SPY
201,3/25/2019 11:51,278.72,278.77,278.69,278.72,847,462,278.731,SPY
202,3/25/2019 11:52,278.71,278.76,278.63,278.67,947,421,278.677,SPY
203,3/25/2019 11:53,278.68,278.71,278.6,278.61,705,391,278.645,SPY
204,3/25/2019 11:54,278.62,278.77,278.62,278.76,792,442,278.708,SPY
205,3/25/2019 11:55,278.75,278.78,278.7,278.76,850,477,278.736,SPY
206,3/25/2019 11:56,278.75,278.81,278.72,278.8,933,555,278.768,SPY
207,3/25/2019 11:57,278.8,278.9,278.8,278.86,1080,566,278.842,SPY
208,3/25/2019 11:58,278.87,279.04,278.87,278.9,1833,896,278.961,SPY
209,3/25/2019 11:59,278.9,279.08,278.82,279.08,1038,627,278.932,SPY
210,3/25/2019 12:00,279.09,279.11,278.88,278.89,1011,509,279.01,SPY
211,3/25/2019 12:01,278.89,278.94,278.85,278.88,531,348,278.916,SPY
212,3/25/2019 12:02,278.88,278.93,278.83,278.88,284,188,278.875,SPY
213,3/25/2019 12:03,278.88,278.88,278.63,278.64,1188,661,278.765,SPY
214,3/25/2019 12:04,278.65,278.77,278.64,278.73,446,269,278.697,SPY
215,3/25/2019 12:05,278.72,278.74,278.58,278.73,813,468,278.652,SPY
216,3/25/2019 12:06,278.72,278.89,278.72,278.86,652,384,278.831,SPY
217,3/25/2019 12:07,278.87,278.93,278.72,278.83,860,520,278.816,SPY
218,3/25/2019 12:08,278.83,278.91,278.74,278.82,603,394,278.829,SPY
219,3/25/2019 12:09,278.83,278.87,278.76,278.81,320,194,278.799,SPY
220,3/25/2019 12:10,278.8,278.97,278.74,278.94,710,385,278.881,SPY
221,3/25/2019 12:11,278.93,278.97,278.86,278.91,406,276,278.915,SPY
222,3/25/2019 12:12,278.92,279.23,278.91,279.2,1928,905,279.098,SPY
223,3/25/2019 12:13,279.22,279.42,279.19,279.37,1589,755,279.3,SPY
224,3/25/2019 12:14,279.37,279.38,279.22,279.26,1199,495,279.278,SPY
225,3/25/2019 12:15,279.25,279.26,279.13,279.16,788,400,279.198,SPY
226,3/25/2019 12:16,279.17,279.21,279.02,279.07,1869,999,279.114,SPY
227,3/25/2019 12:17,279.06,279.06,278.9,278.97,2017,957,278.973,SPY
228,3/25/2019 12:18,278.97,279.02,278.92,279.01,753,423,278.971,SPY
229,3/25/2019 12:19,279.02,279.07,278.97,279.02,1046,636,279.019,SPY
230,3/25/2019 12:20,279.03,279.05,278.93,278.94,708,371,278.982,SPY
231,3/25/2019 12:21,278.94,279.09,278.94,279.07,1202,603,279.034,SPY
232,3/25/2019 12:22,279.09,279.14,278.94,278.95,707,421,279.031,SPY
233,3/25/2019 12:23,278.96,279.01,278.48,278.77,3930,1878,278.776,SPY
234,3/25/2019 12:24,278.77,278.92,278.77,278.89,1203,670,278.842,SPY
235,3/25/2019 12:25,278.89,278.98,278.87,278.92,427,243,278.923,SPY
236,3/25/2019 12:26,278.92,278.92,278.63,278.66,1353,619,278.718,SPY
237,3/25/2019 12:27,278.68,278.71,278.61,278.63,554,318,278.656,SPY
238,3/25/2019 12:28,278.63,278.75,278.61,278.69,782,435,278.698,SPY
239,3/25/2019 12:29,278.69,278.8,278.69,278.77,499,296,278.75,SPY
240,3/25/2019 12:30,278.76,278.84,278.66,278.74,500,330,278.75,SPY
241,3/25/2019 12:31,278.74,278.76,278.56,278.59,2602,1373,278.623,SPY
242,3/25/2019 12:32,278.58,278.63,278.48,278.61,1412,736,278.537,SPY
243,3/25/2019 12:33,278.62,278.62,278.5,278.59,886,538,278.563,SPY
244,3/25/2019 12:34,278.59,278.77,278.59,278.74,630,370,278.699,SPY
245,3/25/2019 12:35,278.74,278.87,278.72,278.82,517,298,278.785,SPY
246,3/25/2019 12:36,278.81,278.99,278.78,278.95,894,418,278.924,SPY
247,3/25/2019 12:37,278.96,278.97,278.9,278.93,476,270,278.942,SPY
248,3/25/2019 12:38,278.92,278.96,278.84,278.96,728,394,278.892,SPY
249,3/25/2019 12:39,278.95,279.01,278.87,278.89,843,506,278.958,SPY
250,3/25/2019 12:40,278.89,278.96,278.86,278.93,368,217,278.918,SPY
251,3/25/2019 12:41,278.93,278.94,278.84,278.86,500,247,278.882,SPY
252,3/25/2019 12:42,278.86,278.86,278.7,278.76,1971,906,278.777,SPY
253,3/25/2019 12:43,278.76,278.78,278.64,278.7,812,463,278.695,SPY
254,3/25/2019 12:44,278.69,278.72,278.62,278.65,385,276,278.66,SPY
255,3/25/2019 12:45,278.64,278.66,278.54,278.61,641,367,278.607,SPY
256,3/25/2019 12:46,278.6,278.6,278.45,278.46,539,321,278.502,SPY
257,3/25/2019 12:47,278.47,278.48,278.42,278.43,493,289,278.445,SPY
258,3/25/2019 12:48,278.44,278.44,278.22,278.24,3012,1326,278.3,SPY
259,3/25/2019 12:49,278.24,278.33,278.16,278.31,2376,1049,278.232,SPY
